LOAN (Off Site Loaner),,A-3-1-14 (B-Stock),,,,,CPSHIP (Customer Property Shipping),EE-1 (main harvest small rack),,IN LAB (In Progress),,SEE_NOTE (Additional Details on Inventory Item by Serial Number),,,,H-9-4 (QUAR (Quarantine)antine),,,,B-4-4 (SHPD),B-2-3 (Stock),,,
MIA (Misplaced),,A-3-1-2 (B-Stock),,,,,SR 1 (Shipping Rack 1 - Customer Return),EE-2 (main harvest small rack),,A (Lab),,,,,,H-9-5 (QUAR (Quarantine)antine),,,,C-11-1 (SHPD),B-2-4 (Stock),,,
,,A-3-8-9 (B-Stock),,,,,,,,F-6-2 (Lab),,,,,,H-3-7 (QUAR (Quarantine)antine),,,,,D-7-6 (Stock),,,
,,A-4-1 (B-Stock),,,,,,,,F-6-4 (Lab),,,,,,H-3-8 (QUAR (Quarantine)antine),,,,,D-7-7 (Stock),,,
,,A-4-1-1 (B-Stock),,,,,,,,F-7-6-1 (Lab),,,,,,H-4-1 (QUAR (Quarantine)antine),,,,,D-7-8 (Stock),,,
,,A-4-1-10 (B-Stock),,,,,,,,F-7-6-7 (Lab),,,,,,H-4-2 (QUAR (Quarantine)antine),,,,,D-8-1 (Stock),,,
,,A-4-1-11 (B-Stock),,,,,,,,F-8-2-12 (Lab),,,,,,H-4-3 (QUAR (Quarantine)antine),,,,,D-8-2 (Stock),,,
,,A-4-1-12 (B-Stock),,,,,,,,F-8-7-13 (Lab),,,,,,H-4-4 (QUAR (Quarantine)antine),,,,,D-8-3 (Stock),,,
,,A-4-1-13 (B-Stock),,,,,,,,F-8-8-2 (Lab),,,,,,H-4-5 (QUAR (Quarantine)antine),,,,,D-8-4 (Stock),,,
,,A-4-1-14 (B-Stock),,,,,,,,F-9-3 (Lab),,,,,,H-4-6 (QUAR (Quarantine)antine),,,,,D-8-5 (Stock),,,
,,A-4-1-2 (B-Stock),,,,,,,,G-10-1 (Lab),,,,,,H-4-7 (QUAR (Quarantine)antine),,,,,D-8-6 (Stock),,,
,,A-4-1-3 (B-Stock),,,,,,,,G-10-4-13 (Lab),,,,,,H-4-8 (QUAR (Quarantine)antine),,,,,D-8-7 (Stock),,,
,,A-4-1-4 (B-Stock),,,,,,,,G-11-3 (Lab),,,,,,H-5-1 (QUAR (Quarantine)antine),,,,,D-8-8 (Stock),,,
,,A-4-1-5 (B-Stock),,,,,,,,G-12-4 (Lab),,,,,,H-5-2 (QUAR (Quarantine)antine),,,,,D-9-1 (Stock),,,
,,A-4-1-6 (B-Stock),,,,,,,,G-1-3 (Lab),,,,,,H-5-3 (QUAR (Quarantine)antine),,,,,D-9-2 (Stock),,,
,,A-4-1-7 (B-Stock),,,,,,,,G-3-1 (Lab),,,,,,H-5-4 (QUAR (Quarantine)antine),,,,,D-9-3 (Stock),,,
,,A-4-1-8 (B-Stock),,,,,,,,G-3-2 (Lab),,,,,,H-5-5 (QUAR (Quarantine)antine),,,,,D-9-4 (Stock),,,
,,A-4-1-9 (B-Stock),,,,,,,,G-4-7 (Lab),,,,,,H-5-6 (QUAR (Quarantine)antine),,,,,D-9-5 (Stock),,,
,,A-4-2 (B-Stock),,,,,,,,G-5-4 (Lab),,,,,,H-5-7 (QUAR (Quarantine)antine),,,,,D-9-6 (Stock),,,
,,A-4-2-1 (B-Stock),,,,,,,,G-5-8 (Lab),,,,,,H-5-8 (QUAR (Quarantine)antine),,,,,D-9-7 (Stock),,,
,,A-4-2-10 (B-Stock),,,,,,,,G-7-2 (Lab),,,,,,H-6-1 (QUAR (Quarantine)antine),,,,,D-9-8 (Stock),,,
,,A-4-2-11 (B-Stock),,,,,,,,G-7-3 (Lab),,,,,,H-6-2 (QUAR (Quarantine)antine),,,,,D-10-1 (Stock),,,
,,A-4-2-12 (B-Stock),,,,,,,,G-8-3 (Lab),,,,,,H-6-3 (QUAR (Quarantine)antine),,,,,D-10-2 (Stock),,,
,,A-4-2-13 (B-Stock),,,,,,,,G-8-8 (Lab),,,,,,H-6-4 (QUAR (Quarantine)antine),,,,,D-10-3 (Stock),,,
,,A-4-2-14 (B-Stock),,,,,,,,G-9-3 (Lab),,,,,,H-6-5 (QUAR (Quarantine)antine),,,,,D-10-4 (Stock),,,
,,A-4-2-2 (B-Stock),,,,,,,,G-9-5-9 (Lab),,,,,,H-6-6 (QUAR (Quarantine)antine),,,,,D-10-5 (Stock),,,
,,A-4-2-3 (B-Stock),,,,,,,,I-1-2-1 (Lab),,,,,,H-6-7 (QUAR (Quarantine)antine),,,,,D-10-6 (Stock),,,
,,A-4-2-4 (B-Stock),,,,,,,,I-1-2-2 (Lab),,,,,,H-6-8 (QUAR (Quarantine)antine),,,,,D-10-7 (Stock),,,
,,A-4-2-5 (B-Stock),,,,,,,,I-1-2-3 (Lab),,,,,,H-7-1 (QUAR (Quarantine)antine),,,,,D-10-8 (Stock),,,
,,A-4-2-6 (B-Stock),,,,,,,,I-1-2-6 (Lab),,,,,,H-7-2 (QUAR (Quarantine)antine),,,,,D-11-1 (Stock),,,
,,A-4-2-7 (B-Stock),,,,,,,,I-2-2-2 (Lab),,,,,,H-7-3 (QUAR (Quarantine)antine),,,,,D-11-2 (Stock),,,
,,A-4-2-8 (B-Stock),,,,,,,,I-2-4-1 (Lab),,,,,,H-7-4 (QUAR (Quarantine)antine),,,,,D-11-3 (Stock),,,
,,A-4-2-9 (B-Stock),,,,,,,,I-3-8-3 (Lab),,,,,,H-7-5 (QUAR (Quarantine)antine),,,,,D-11-4 (Stock),,,
,,A-4-3 (B-Stock),,,,,,,,I-3-8-4 (Lab),,,,,,H-7-6 (QUAR (Quarantine)antine),,,,,D-11-5 (Stock),,,
,,A-4-3-1 (B-Stock),,,,,,,,I-4-2-1 (Lab),,,,,,H-7-7 (QUAR (Quarantine)antine),,,,,D-11-6 (Stock),,,
,,A-4-3-10 (B-Stock),,,,,,,,I-4-7 (Lab),,,,,,H-7-8 (QUAR (Quarantine)antine),,,,,D-11-7 (Stock),,,
,,A-4-3-11 (B-Stock),,,,,,,,I-5-2 (Lab),,,,,,H-8-1 (QUAR (Quarantine)antine),,,,,D-11-8 (Stock),,,
,,A-4-3-12 (B-Stock),,,,,,,,I-5-4-1 (Lab),,,,,,I-8-8 (QUAR (Quarantine)antine),,,,,E-1-1 (Stock),,,
,,A-4-3-13 (B-Stock),,,,,,,,I-5-4-2 (Lab),,,,,,I-9-1 (QUAR (Quarantine)antine),,,,,E-1-2 (Stock),,,
,,A-4-3-14 (B-Stock),,,,,,,,I-5-4-4 (Lab),,,,,,I-9-2 (QUAR (Quarantine)antine),,,,,E-1-3 (Stock),,,
,,A-4-3-2 (B-Stock),,,,,,,,I-5-4-5 (Lab),,,,,,I-9-3 (QUAR (Quarantine)antine),,,,,E-1-4 (Stock),,,
,,A-4-3-3 (B-Stock),,,,,,,,I-6-2 (Lab),,,,,,I-9-4 (QUAR (Quarantine)antine),,,,,E-1-5 (Stock),,,
,,A-4-3-4 (B-Stock),,,,,,,,I-6-4 (Lab),,,,,,I-9-5 (QUAR (Quarantine)antine),,,,,E-1-6 (Stock),,,
,,A-4-3-5 (B-Stock),,,,,,,,I-6-4-3 (Lab),,,,,,I-9-6 (QUAR (Quarantine)antine),,,,,E-1-7 (Stock),,,
,,A-4-3-6 (B-Stock),,,,,,,,I-6-7 (Lab),,,,,,I-9-7 (QUAR (Quarantine)antine),,,,,E-1-8 (Stock),,,
,,A-4-3-7 (B-Stock),,,,,,,,I-7-2 (Lab),,,,,,I-9-8 (QUAR (Quarantine)antine),,,,,E-2-1 (Stock),,,
,,A-4-3-8 (B-Stock),,,,,,,,I-7-3 (Lab),,,,,,I-10-1 (QUAR (Quarantine)antine),,,,,E-2-2 (Stock),,,
,,A-4-3-9 (B-Stock),,,,,,,,I-7-4 (Lab),,,,,,I-10-2 (QUAR (Quarantine)antine),,,,,E-2-3 (Stock),,,
,,A-4-4 (B-Stock),,,,,,,,I-8-1 (Lab),,,,,,I-10-3 (QUAR (Quarantine)antine),,,,,E-2-4 (Stock),,,
,,A-4-4-1 (B-Stock),,,,,,,,I-8-2 (Lab),,,,,,I-10-4 (QUAR (Quarantine)antine),,,,,E-2-5 (Stock),,,
,,A-4-4-10 (B-Stock),,,,,,,,I-8-3 (Lab),,,,,,I-10-5 (QUAR (Quarantine)antine),,,,,E-2-6 (Stock),,,
,,A-4-4-11 (B-Stock),,,,,,,,I-8-5 (Lab),,,,,,I-10-6 (QUAR (Quarantine)antine),,,,,E-2-7 (Stock),,,
,,A-4-4-12 (B-Stock),,,,,,,,IJFLOOR (Lab),,,,,,I-10-7 (QUAR (Quarantine)antine),,,,,F-5-2 (Stock),,,
,,A-4-4-13 (B-Stock),,,,,,,,INBOUND TO LAB (Lab),,,,,,I-10-8 (QUAR (Quarantine)antine),,,,,F-5-3 (Stock),,,
,,A-4-4-14 (B-Stock),,,,,,,,INBOUNDCLAIM (Lab),,,,,,I-11-1 (QUAR (Quarantine)antine),,,,,F-5-4 (Stock),,,
,,A-4-4-2 (B-Stock),,,,,,,,INBOUNDRESTOCK (Lab),,,,,,I-11-2 (QUAR (Quarantine)antine),,,,,F-5-5 (Stock),,,
,,A-4-4-3 (B-Stock),,,,,,,,INBOUNDTOLAB (Lab),,,,,,I-11-3 (QUAR (Quarantine)antine),,,,,F-5-6 (Stock),,,
,,A-4-4-4 (B-Stock),,,,,,,,INBOUND-TO-LAB (Lab),,,,,,I-11-4 (QUAR (Quarantine)antine),,,,,F-5-7 (Stock),,,
,,A-4-4-5 (B-Stock),,,,,,,,IN-BOUND-TO-LAB (Lab),,,,,,I-11-5 (QUAR (Quarantine)antine),,,,,F-5-8 (Stock),,,
,,A-4-4-6 (B-Stock),,,,,,,,J-2-4 (Lab),,,,,,I-11-6 (QUAR (Quarantine)antine),,,,,F-6-1 (Stock),,,
,,A-4-4-7 (B-Stock),,,,,,,,J-3-1 (Lab),,,,,,I-11-7 (QUAR (Quarantine)antine),,,,,F-6-2 (Stock),,,
,,A-4-4-8 (B-Stock),,,,,,,,J-4-1 (Lab),,,,,,I-11-8 (QUAR (Quarantine)antine),,,,,F-6-3 (Stock),,,
,,A-4-4-9 (B-Stock),,,,,,,,J-5-2 (Lab),,,,,,J-1-1 (QUAR (Quarantine)antine),,,,,F-6-4 (Stock),,,
,,A-4-5 (B-Stock),,,,,,,,J-5-4 (Lab),,,,,,J-1-2 (QUAR (Quarantine)antine),,,,,F-6-5 (Stock),,,
,,A-4-5-1 (B-Stock),,,,,,,,J-7-1 (Lab),,,,,,J-1-3 (QUAR (Quarantine)antine),,,,,F-6-6 (Stock),,,
,,A-4-5-10 (B-Stock),,,,,,,,J-8-1 (Lab),,,,,,J-1-4 (QUAR (Quarantine)antine),,,,,F-6-7 (Stock),,,
,,A-4-5-11 (B-Stock),,,,,,,,J-8-2 (Lab),,,,,,J-1-5 (QUAR (Quarantine)antine),,,,,F-6-8 (Stock),,,
,,A-4-5-12 (B-Stock),,,,,,,,JESSE (Lab),,,,,,J-1-6 (QUAR (Quarantine)antine),,,,,F-7-1 (Stock),,,
,,A-4-5-13 (B-Stock),,,,,,,,LAB (Lab),,,,,,J-1-7 (QUAR (Quarantine)antine),,,,,F-7-2 (Stock),,,
,,A-4-5-14 (B-Stock),,,,,,,,LAB (PARTS UNIT) (Lab),,,,,,J-1-8 (QUAR (Quarantine)antine),,,,,F-7-3 (Stock),,,
,,A-4-5-2 (B-Stock),,,,,,,,LAB-DPERRI (Lab),,,,,,J-2-1 (QUAR (Quarantine)antine),,,,,F-7-4 (Stock),,,
,,A-4-5-3 (B-Stock),,,,,,,,LAB-ECRUZ (Lab),,,,,,J-2-2 (QUAR (Quarantine)antine),,,,,F-7-5 (Stock),,,
,,A-4-5-4 (B-Stock),,,,,,,,LAB-ESOSA (Lab),,,,,,J-2-3 (QUAR (Quarantine)antine),,,,,F-7-6 (Stock),,,
,,A-4-5-5 (B-Stock),,,,,,,,LAB-JLINDSAY (Lab),,,,,,J-2-4 (QUAR (Quarantine)antine),,,,,F-7-7 (Stock),,,
,,A-4-5-6 (B-Stock),,,,,,,,LAB-KDERBY (Lab),,,,,,J-2-5 (QUAR (Quarantine)antine),,,,,F-7-8 (Stock),,,
,,A-4-5-7 (B-Stock),,,,,,,,LAB-MZAVALA (Lab),,,,,,J-2-6 (QUAR (Quarantine)antine),,,,,F-8-1 (Stock),,,
,,A-4-5-8 (B-Stock),,,,,,,,LAB-OVERFLOW-DEC2021 (Lab),,,,,,J-2-7 (QUAR (Quarantine)antine),,,,,F-8-2 (Stock),,,
,,A-4-5-9 (B-Stock),,,,,,,,LABRACK2 (Lab),,,,,,J-2-8 (QUAR (Quarantine)antine),,,,,F-8-3 (Stock),,,
,,A-4-6 (B-Stock),,,,,,,,LIVEMRI (Lab),,,,,,J-3-1 (QUAR (Quarantine)antine),,,,,F-8-4 (Stock),,,
,,A-4-6-1 (B-Stock),,,,,,,,LOC SCAN REVIEW (Lab),,,,,,J-3-2 (QUAR (Quarantine)antine),,,,,F-8-5 (Stock),,,
,,A-4-6-10 (B-Stock),,,,,,,,MAIN HARVEST (Lab),,,,,,J-3-3 (QUAR (Quarantine)antine),,,,,F-8-6 (Stock),,,
,,A-4-6-11 (B-Stock),,,,,,,,MAINHARVEST (Lab),,,,,,J-3-4 (QUAR (Quarantine)antine),,,,,F-8-7 (Stock),,,
,,A-4-6-12 (B-Stock),,,,,,,,MIA (WAS D-7-6) (Lab),,,,,,J-3-5 (QUAR (Quarantine)antine),,,,,F-8-8 (Stock),,,
,,A-4-6-13 (B-Stock),,,,,,,,MR TEST BAY CABINET (Lab),,,,,,J-3-6 (QUAR (Quarantine)antine),,,,,F-9-1 (Stock),,,
,,A-4-6-14 (B-Stock),,,,,,,,MRI AREA (Lab),,,,,,J-3-7 (QUAR (Quarantine)antine),,,,,F-9-2 (Stock),,,
,,A-4-6-2 (B-Stock),,,,,,,,MRI TEST BAY (Lab),,,,,,J-3-8 (QUAR (Quarantine)antine),,,,,F-9-3 (Stock),,,
,,A-4-6-3 (B-Stock),,,,,,,,NQB 19 (Lab),,,,,,J-4-1 (QUAR (Quarantine)antine),,,,,F-9-4 (Stock),,,
,,A-4-6-4 (B-Stock),,,,,,,,NQB 22 (Lab),,,,,,J-4-2 (QUAR (Quarantine)antine),,,,,F-9-5 (Stock),,,
,,A-4-6-5 (B-Stock),,,,,,,,NQB1 (Lab),,,,,,J-4-3 (QUAR (Quarantine)antine),,,,,F-9-6 (Stock),,,
,,A-4-6-6 (B-Stock),,,,,,,,NQB10 (Lab),,,,,,J-4-4 (QUAR (Quarantine)antine),,,,,F-9-7 (Stock),,,
,,A-4-6-7 (B-Stock),,,,,,,,NQB14 (Lab),,,,,,J-4-5 (QUAR (Quarantine)antine),,,,,F-9-8 (Stock),,,
,,A-4-6-8 (B-Stock),,,,,,,,NQB15 (Lab),,,,,,J-4-6 (QUAR (Quarantine)antine),,,,,F-10-1 (Stock),,,
,,A-4-6-9 (B-Stock),,,,,,,,NQB16 (Lab),,,,,,J-4-7 (QUAR (Quarantine)antine),,,,,F-10-2 (Stock),,,
,,A-4-7 (B-Stock),,,,,,,,NQB17 (Lab),,,,,,J-4-8 (QUAR (Quarantine)antine),,,,,F-10-3 (Stock),,,
,,A-4-7-1 (B-Stock),,,,,,,,NQB19 (Lab),,,,,,J-5-1 (QUAR (Quarantine)antine),,,,,F-10-4 (Stock),,,
,,A-4-7-10 (B-Stock),,,,,,,,NQB2 (Lab),,,,,,J-5-2 (QUAR (Quarantine)antine),,,,,F-10-5 (Stock),,,
,,A-4-7-11 (B-Stock),,,,,,,,NQB20 (Lab),,,,,,J-5-3 (QUAR (Quarantine)antine),,,,,F-10-6 (Stock),,,
,,A-4-7-12 (B-Stock),,,,,,,,NQB-20 (Lab),,,,,,J-5-4 (QUAR (Quarantine)antine),,,,,F-10-7 (Stock),,,
,,A-4-7-13 (B-Stock),,,,,,,,NQB21 (Lab),,,,,,J-5-5 (QUAR (Quarantine)antine),,,,,F-10-8 (Stock),,,
,,A-4-7-14 (B-Stock),,,,,,,,NQB-23 (Lab),,,,,,J-5-6 (QUAR (Quarantine)antine),,,,,F-11-1 (Stock),,,
,,A-4-7-2 (B-Stock),,,,,,,,NQB26 (Lab),,,,,,J-5-7 (QUAR (Quarantine)antine),,,,,F-11-2 (Stock),,,
,,A-4-7-3 (B-Stock),,,,,,,,NQB28 (Lab),,,,,,J-5-8 (QUAR (Quarantine)antine),,,,,F-11-3 (Stock),,,
,,A-4-7-4 (B-Stock),,,,,,,,NQB3 (Lab),,,,,,J-6-1 (QUAR (Quarantine)antine),,,,,F-11-4 (Stock),,,
,,A-4-7-5 (B-Stock),,,,,,,,NQB32 (Lab),,,,,,J-6-2 (QUAR (Quarantine)antine),,,,,F-11-5 (Stock),,,
,,A-4-7-6 (B-Stock),,,,,,,,NQB33 (Lab),,,,,,J-6-3 (QUAR (Quarantine)antine),,,,,F-11-6 (Stock),,,
,,A-4-7-7 (B-Stock),,,,,,,,NQB-33-1-11 (Lab),,,,,,J-6-4 (QUAR (Quarantine)antine),,,,,F-11-7 (Stock),,,
,,A-4-7-8 (B-Stock),,,,,,,,NQB34 (Lab),,,,,,J-6-5 (QUAR (Quarantine)antine),,,,,F-11-8 (Stock),,,
,,A-4-7-9 (B-Stock),,,,,,,,NQB-34 (Lab),,,,,,J-6-6 (QUAR (Quarantine)antine),,,,,G-1-1 (Stock),,,
,,A-4-8 (B-Stock),,,,,,,,NQB4 (Lab),,,,,,J-6-7 (QUAR (Quarantine)antine),,,,,G-1-2 (Stock),,,
,,A-5-4 (BSTK),,,,,,,,NQB6 (Lab),,,,,,J-6-8 (QUAR (Quarantine)antine),,,,,G-1-3 (Stock),,,
,,A-5-5-10 (BSTK),,,,,,,,NQB9 (Lab),,,,,,J-7-1 (QUAR (Quarantine)antine),,,,,G-1-4 (Stock),,,
,,A-5-5-11 (BSTK),,,,,,,,NQC10 (Lab),,,,,,J-7-2 (QUAR (Quarantine)antine),,,,,G-1-5 (Stock),,,
,,A-5-5-6 (B-Stock),,,,,,,,NQR5 (Lab),,,,,,J-7-3 (QUAR (Quarantine)antine),,,,,G-1-6 (Stock),,,
,,A-5-5-7 (B-Stock),,,,,,,,ONMRI (Lab),,,,,,J-7-4 (QUAR (Quarantine)antine),,,,,G-1-7 (Stock),,,
,,A-5-5-9 (B-Stock),,,,,,,,OVERSTOCKFLOOR (Lab),,,,,,J-7-5 (QUAR (Quarantine)antine),,,,,G-1-8 (Stock),,,
,,A-6-1 (B-Stock),,,,,,,,QA (Lab),,,,,,J-7-6 (QUAR (Quarantine)antine),,,,,G-2-1 (Stock),,,
,,A-6-1-2 (B-Stock),,,,,,,,QB10 (Lab),,,,,,J-7-7 (QUAR (Quarantine)antine),,,,,G-2-2 (Stock),,,
,,A-6-3 (B-Stock),,,,,,,,QB17 (Lab),,,,,,J-7-8 (QUAR (Quarantine)antine),,,,,G-2-3 (Stock),,,
,,A-6-6-1 (B-Stock),,,,,,,,QB29 (Lab),,,,,,J-8-1 (QUAR (Quarantine)antine),,,,,G-2-4 (Stock),,,
,,A-6-6-2 (B-Stock),,,,,,,,QB42 (Lab),,,,,,J-8-2 (QUAR (Quarantine)antine),,,,,G-2-5 (Stock),,,
,,A-7-3 (B-Stock),,,,,,,,QB5 (Lab),,,,,,J-8-3 (QUAR (Quarantine)antine),,,,,G-2-6 (Stock),,,
,,A-7-4 (B-Stock),,,,,,,,QBC1 (Lab),,,,,,J-8-4 (QUAR (Quarantine)antine),,,,,G-2-7 (Stock),,,
,,A-7-5 (BSTK),,,,,,,,QBC17 (Lab),,,,,,J-8-5 (QUAR (Quarantine)antine),,,,,G-2-8 (Stock),,,
,,A-8-2 (BSTK),,,,,,,,QBC18 (Lab),,,,,,J-8-6 (QUAR (Quarantine)antine),,,,,G-3-1 (Stock),,,
,,A-8-3 (BSTK),,,,,,,,QUARANTINE OVERSTOCK (Lab),,,,,,J-8-7 (QUAR (Quarantine)antine),,,,,G-3-2 (Stock),,,
,,A-8-5 (BSTK),,,,,,,,RECEIVINGTOREPAIRLAB (Lab),,,,,,J-8-8 (QUAR (Quarantine)antine),,,,,G-3-3 (Stock),,,
,,A-9-1 (B-Stock),,,,,,,,REPAIR LAB (Lab),,,,,,J-9-1 (QUAR (Quarantine)antine),,,,,G-3-4 (Stock),,,
,,AA-1 (BSTK),,,,,,,,REPAIR RACK (Lab),,,,,,J-9-2 (QUAR (Quarantine)antine),,,,,G-3-5 (Stock),,,
,,AA-3 (BSTK),,,,,,,,RESTOCK (Lab),,,,,,J-9-3 (QUAR (Quarantine)antine),,,,,G-3-6 (Stock),,,
,,B-10-1 (B-Stock),,,,,,,,RL-10-2 (Lab),,,,,,J-9-4 (QUAR (Quarantine)antine),,,,,G-3-7 (Stock),,,
,,B-10-1-1 (B-Stock),,,,,,,,RL-10-4 (Lab),,,,,,J-9-5 (QUAR (Quarantine)antine),,,,,G-3-8 (Stock),,,
,,B-10-1-10 (B-Stock),,,,,,,,RL-11-1 (Lab),,,,,,J-9-6 (QUAR (Quarantine)antine),,,,,G-4-1 (Stock),,,
,,B-10-1-11 (B-Stock),,,,,,,,RL-11-2 (Lab),,,,,,J-9-7 (QUAR (Quarantine)antine),,,,,G-4-2 (Stock),,,
,,B-10-1-12 (B-Stock),,,,,,,,RL-8-1 (Lab),,,,,,J-9-8 (QUAR (Quarantine)antine),,,,,G-4-3 (Stock),,,
,,B-10-1-13 (B-Stock),,,,,,,,RL-8-3 (Lab),,,,,,J-10-1 (QUAR (Quarantine)antine),,,,,G-4-4 (Stock),,,
,,B-10-1-14 (B-Stock),,,,,,,,RL-8-4-1 (Lab),,,,,,J-10-2 (QUAR (Quarantine)antine),,,,,G-4-5 (Stock),,,
,,B-10-1-2 (B-Stock),,,,,,,,RL-8-4-11 (Lab),,,,,,J-10-3 (QUAR (Quarantine)antine),,,,,G-4-6 (Stock),,,
,,B-10-1-3 (B-Stock),,,,,,,,RL-8-4-12 (Lab),,,,,,J-10-4 (QUAR (Quarantine)antine),,,,,G-4-7 (Stock),,,
,,B-10-1-4 (B-Stock),,,,,,,,RL-8-4-2 (Lab),,,,,,J-10-5 (QUAR (Quarantine)antine),,,,,G-4-8 (Stock),,,
,,B-10-1-5 (B-Stock),,,,,,,,RL-8-4-3 (Lab),,,,,,J-10-6 (QUAR (Quarantine)antine),,,,,G-5-1 (Stock),,,
,,B-10-1-6 (B-Stock),,,,,,,,RL-8-4-4 (Lab),,,,,,J-10-7 (QUAR (Quarantine)antine),,,,,G-5-2 (Stock),,,
,,B-10-1-7 (B-Stock),,,,,,,,RL-8-4-5 (Lab),,,,,,J-10-8 (QUAR (Quarantine)antine),,,,,G-5-3 (Stock),,,
,,B-10-1-8 (B-Stock),,,,,,,,RL-9-2 (Lab),,,,,,J-11-1 (QUAR (Quarantine)antine),,,,,G-5-4 (Stock),,,
,,B-10-1-9 (B-Stock),,,,,,,,RL-9-3 (Lab),,,,,,H-1-1-1 (QUAR (Quarantine)antine),,,,,G-5-5 (Stock),,,
,,B-10-2 (B-Stock),,,,,,,,RL-9-4 (Lab),,,,,,H-1-1-2 (QUAR (Quarantine)antine),,,,,G-5-6 (Stock),,,
,,B-10-2-1 (B-Stock),,,,,,,,RL-9-6-2 (Lab),,,,,,H-1-1-3 (QUAR (Quarantine)antine),,,,,G-5-7 (Stock),,,
,,B-10-2-10 (B-Stock),,,,,,,,RT-1-1 (Lab),,,,,,H-1-1-4 (QUAR (Quarantine)antine),,,,,B-1-1-1 (Stock),,,
,,B-10-2-11 (B-Stock),,,,,,,,SHIPPING (Lab),,,,,,H-1-1-5 (QUAR (Quarantine)antine),,,,,B-1-1-2 (Stock),,,
,,B-10-2-12 (B-Stock),,,,,,,,VCT TEST BAY (Lab),,,,,,H-1-1-6 (QUAR (Quarantine)antine),,,,,B-1-1-3 (Stock),,,
,,B-10-2-13 (B-Stock),,,,,,,,Y-10-1 (Lab),,,,,,H-1-1-7 (QUAR (Quarantine)antine),,,,,B-1-1-4 (Stock),,,
,,B-10-2-14 (B-Stock),,,,,,,,Y-11-1 (Lab),,,,,,H-1-1-8 (QUAR (Quarantine)antine),,,,,B-1-1-5 (Stock),,,
,,B-10-2-2 (B-Stock),,,,,,,,Y-1-2 (Lab),,,,,,H-1-1-9 (QUAR (Quarantine)antine),,,,,B-1-1-6 (Stock),,,
,,B-10-2-3 (B-Stock),,,,,,,,Y-12-1 (Lab),,,,,,H-1-1-10 (QUAR (Quarantine)antine),,,,,B-1-1-7 (Stock),,,
,,B-10-2-4 (B-Stock),,,,,,,,Y-1-3 (Lab),,,,,,H-1-1-11 (QUAR (Quarantine)antine),,,,,B-1-1-8 (Stock),,,
,,B-10-2-5 (B-Stock),,,,,,,,Y-13-1 (Lab),,,,,,H-1-1-12 (QUAR (Quarantine)antine),,,,,B-1-1-9 (Stock),,,
,,B-10-2-6 (B-Stock),,,,,,,,Y-1-4 (Lab),,,,,,H-1-1-13 (QUAR (Quarantine)antine),,,,,B-1-1-10 (Stock),,,
,,B-10-2-7 (B-Stock),,,,,,,,Y-14-1 (Lab),,,,,,H-1-1-14 (QUAR (Quarantine)antine),,,,,B-1-1-11 (Stock),,,
,,B-10-2-8 (B-Stock),,,,,,,,Y-1-5 (Lab),,,,,,H-1-2-1 (QUAR (Quarantine)antine),,,,,B-1-1-12 (Stock),,,
,,B-10-2-9 (B-Stock),,,,,,,,Y-15-11 (Lab),,,,,,H-1-2-2 (QUAR (Quarantine)antine),,,,,B-1-1-13 (Stock),,,
,,B-10-3 (B-Stock),,,,,,,,Y-15-1-1 (Lab),,,,,,H-1-2-3 (QUAR (Quarantine)antine),,,,,B-1-1-14 (Stock),,,
,,B-10-3-1 (B-Stock),,,,,,,,Y-15-1-3 (Lab),,,,,,H-1-2-4 (QUAR (Quarantine)antine),,,,,B-1-2-1 (Stock),,,
,,B-10-3-10 (B-Stock),,,,,,,,Y-15-1-6 (Lab),,,,,,H-1-2-5 (QUAR (Quarantine)antine),,,,,B-1-2-2 (Stock),,,
,,B-10-3-11 (B-Stock),,,,,,,,Y-15-1-7 (Lab),,,,,,H-1-2-6 (QUAR (Quarantine)antine),,,,,B-1-2-3 (Stock),,,
,,B-10-3-12 (B-Stock),,,,,,,,Y-15-3-3 (Lab),,,,,,H-1-2-7 (QUAR (Quarantine)antine),,,,,B-1-2-4 (Stock),,,
,,B-10-3-13 (B-Stock),,,,,,,,Y-15-3-6 (Lab),,,,,,H-1-2-8 (QUAR (Quarantine)antine),,,,,B-1-2-5 (Stock),,,
,,B-10-3-14 (B-Stock),,,,,,,,Y-15-5 (Lab),,,,,,H-1-2-9 (QUAR (Quarantine)antine),,,,,B-1-2-6 (Stock),,,
,,B-10-3-2 (B-Stock),,,,,,,,Y-15-6 (Lab),,,,,,H-1-2-10 (QUAR (Quarantine)antine),,,,,B-1-2-7 (Stock),,,
,,B-10-3-3 (B-Stock),,,,,,,,Y-15-7 (Lab),,,,,,H-1-2-11 (QUAR (Quarantine)antine),,,,,B-1-2-8 (Stock),,,
,,B-10-3-4 (B-Stock),,,,,,,,Y-15-8 (Lab),,,,,,H-1-2-12 (QUAR (Quarantine)antine),,,,,B-1-2-9 (Stock),,,
,,B-10-3-5 (B-Stock),,,,,,,,Y-16-10 (Lab),,,,,,H-1-2-13 (QUAR (Quarantine)antine),,,,,B-1-2-10 (Stock),,,
,,B-10-3-6 (B-Stock),,,,,,,,Y-16-11 (Lab),,,,,,H-1-2-14 (QUAR (Quarantine)antine),,,,,B-1-2-11 (Stock),,,
,,B-10-3-7 (B-Stock),,,,,,,,Y-16-12 (Lab),,,,,,H-1-3-1 (QUAR (Quarantine)antine),,,,,B-1-2-12 (Stock),,,
